marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,18123443,R3UC9GOC1P8UVG,B00OBFK5J6,722480644,DenadaDance Tailor’s Bunion Pads Set of 3 - Soft Gel Pinky Toe Pad / Cover / Shield / Cushion / Protector / Guard - Bunionette Pads Help Reduce Little Toes Pain - Prevent Callus Formation,Health & Personal Care,5,1,1,N,Y,Five Stars,These are convenient to use and really do solve the problem - even after extensive walking.,2015-08-31
US,47688733,R1AKZUO0TRLBE3,B00EEEFUZI,187902827,Boiron Arnicare Pain Relief,Health & Personal Care,5,0,0,N,Y,Five Stars,Great on soreness...,2015-08-31
US,23511203,R2SHYG5GPTFPBN,B000SOMZ4W,33589887,Nylon Wheelchair Backpack Bag Carry Pouch Accessory 17½” x 16½” x 4½”,Health & Personal Care,5,0,0,N,Y,perfect. Fits my extra wide wheelchair,perfect.  Fits my extra wide wheelchair.  Really handy for holding anything I need with me and the person pushing me might need,2015-08-31
US,20077152,R312S7SBYWVGKK,B004R6509O,613634522,Holland and Barrett Oil of Peppermint-10 ml. Oil,Health & Personal Care,5,3,3,N,Y,Exceptional Oil,This peppermint oil is the very best.A few drops is all you need.It works so well that I bought 2 bottles because could by get it for a while.,2015-08-31
US,49397091,RQB3RWIP7T59Y,B00AUFSNPO,405205495,"Osteo Bi-Flex Joint and Muscle Nutritional Supplement, 74 Count",Health & Personal Care,2,0,0,N,Y,Two Stars,No many pills in a huge bottle,2015-08-31
US,2284983,R18PKBUWTX7GUT,B00UXHV536,512678924,"Beard Oil for Men, Leave in Conditioner and Softener, Unscented and Organic, Helps with Beard Growth and Thickening, Dandruff and Itch Reducer, Made In The USA, Comes with Dropper",Health & Personal Care,5,0,0,N,N,Great product,This product worked great to relieve beard itching and helping make my beard soft. This was exactly what I was looking for. Thanks American Beard Company.,2015-08-31
US,15255426,R1IOP8JHVLNUTS,B005N9PI6O,283970899,Skinfood Egg White Pore Mask,Health & Personal Care,5,4,5,N,Y,Best face mask; replace your clay masks with this.,"I love this mask. I have oily/combination skin and I used to use clay masks but have replaced them with this. It tightens the skin and removes dead skin cells and my skin is always very fresh and glowy after using it. It also has a really pleasant smell, kind of like my grandmother. I use it at least once a week and it isn't too drying on my skin. Great product!",2015-08-31
US,27897382,R1SDLZNDJ5YPIM,B00SVHKNME,353925130,"Sandalwood (East Indian) 100% Pure in Jojoba (30%/70% Ratio), Best Therapeutic Grade - 10ml",Health & Personal Care,5,0,0,N,Y,Five Stars,"Smells wonderful, a little strong at first though.",2015-08-31
US,42477355,RZF2PKACZABVS,B00HNDF9WG,341189477,Bell Plantation PB2 with Premium Chocolate,Health & Personal Care,5,0,0,N,Y,Absolutely AMAZING for adding to your protein shakes,This stuff is absolutely delicious. I mix it in with 100% Gold Whey (Double Chocolate) and just water to make my protein shakes more enjoyable. Somehow the one with chocolate in it actually tastes MORE peanut buttery (definitely a word) than the kind without. Would definitely recommend this to anyone looking to add a little more flavor and protein to their shakes to make them WAY more appetizing.,2015-08-31
US,40135839,R28EP9O3ROJD0X,B004CUHJSK,856669511,"WonderGel Extreme Seat Cushion - 16in.L x 18in.W x 2in. Thick, Model# WG-EX-001",Health & Personal Care,5,0,0,N,Y,Helpful to reduce pain,My physical therapist recommended this seat for long car rides to reduce pressure on gluteus muscles. It does a fantastic job making long rides more manageable.,2015-08-31
US,42321393,R3MMP0WHJYG9JO,B000SI43LG,843991400,Penaten Cream ( 150 ml )(Packing Maybe Vary),Health & Personal Care,5,0,0,N,Y,Five Stars,best cream ever! rashes gone in a night,2015-08-31
US,10199465,R1KAT1OJDZX7FI,B001E0ZIWU,949593766,Grandpa's Soap Pine Tar 4.25 oz (Pack of 4),Health & Personal Care,5,0,0,N,Y,Best soap ever,"Best soap ever, hands down. I know it smells funny, but is wonderful.",2015-08-31
US,49983323,R6N9KQ3VUYGW,B004D9P1A8,849346875,Omron 7-Series Wrist Monitor,Health & Personal Care,1,0,0,N,Y,I would not waste my money on a manufacturer who doesn't stand by ...,This wrist monitor registers the blood pressure inaccurately low.  When calling the manufacturer they refuse to take the product back and replace it.  They stated &#34;it doesn't work on some people&#34;.  I would not waste my money on a manufacturer who doesn't stand by their product.  Shop else where!,2015-08-31
US,20356244,R2QG78NVDKYK0M,B007G41SBS,864859754,5-HTP 200mg/L-Tyrosine 275mg (60 Vegetarian Capsules),Health & Personal Care,3,1,2,N,Y,ok,These work but I don't recommend unless you have a stomach of steel. They upset my stomach so much that it makes it hard for me to fall asleep.,2015-08-31
US,45164372,R2ABF488EBDYLY,B0013P1GD6,69793781,"NOW Foods Vitamin C-1000 Sustained Release with Rose Hips, 250 Tablets",Health & Personal Care,5,0,0,N,Y,Five Stars,"Fast shipping, quality product, thanks!",2015-08-31
US,15253065,R1HDV19K2JXZ6N,B00BI8OG2Q,995959712,"Eden Pond Turmeric Curcumin, 1000mg in Two Daily Capsules, 120 Caps",Health & Personal Care,5,1,1,N,Y,Awesome Turmeric Supplement,"I have tried a few different brands of Turmeric Curcumin, but I have found that Eden Pond's brand seem to work better than the others in helping me with joint pain and inflammation.  I noticed the difference in my joint pain, the very first day that I started taking the supplement.  Thank you Eden Pond for giving me some much needed joint pain relief!  Plus I think it has helped with my depression as well!",2015-08-31
US,43339880,R36TM8O23BMNH7,B00XX28QPS,764962747,Nerium EHT,Health & Personal Care,1,99,116,N,N,FURTHER SCIENTIFIC STUDIES NEEDED,"I began taking EHT daily when it was first released several months ago.  So far I have noticed no real improvement in either my memory or overall energy level.  I plan to continue taking it for a few more months because I really would like to believe that it helps.  I noted NO adverse side effects, however my main concern is that EHT has never been tested on humans (only studies presently available were on laboratory rats).  I was taught that in order to scientifically prove the efficacy of any medication or supplement, a double-blind study with a significant number of subjects should be run.  The study should also be replicable and peer reviewed.  I realize that since EHT is being sold as a supplement, the testing requirements are much less stringent than for pharmaceuticals, but in order to avoid the &#34;placebo effect&#34;, more study should be done with human subjects, especially considering the monthly cost of this supplement.  The jury is &#34;still out&#34; for me!",2015-08-31
US,45439196,RBUWRT1NTFNBF,B00307JBVO,851668536,"Icy Hot Medicated Pain Relief Spray Maximum Strength, 4 Ounce",Health & Personal Care,5,0,0,N,Y,Quick fix,Works.,2015-08-31
US,52359711,R9PI9GVJNTLR9,B00JGEXNS2,27551733,Mr. Brog Bent Bulldog Tobacco Pipe - Model No: 42 Cherry - Pear Wood Roots - Hand Made,Health & Personal Care,3,0,0,N,Y,Priced right inexpensive pipe,"OK for price.  Burns a bit hotter than I'd like.  Will try variety of packing and see if I can make it more enjoyable.  Like style, look and overal design.",2015-08-31
US,10282895,R12PUFC767DCH0,B00FN3CSIQ,964943501,"Home-X Extra Long Metal Shoehorn, 31.5 inch Long Shoe Horn",Health & Personal Care,5,0,0,N,Y,Nice!!,Didn't realize how long this really was!! It will be perfect this winter when I have to get those winter boots on!!!,2015-08-31
US,23702579,RK0MK5FC1SIOA,B0013OXKHC,523831443,NOW Foods Super Enzymes,Health & Personal Care,5,0,0,N,Y,I take one or two of these before meals that ...,"I take one or two of these before meals that I know will usually make me gassy (fatty, friend, lots of gluten, nuts), and it really does well to prevent gas! Just be sure to take before you eat and not after- I have done this a few times and always experience heartburn/sour stomach.",2015-08-31
US,32558119,R3E2DZ6GBOBWA5,B00O4EUH88,80218151,"Body Back Company's Foot Star 2 Inch Acupressure Self Massage Ball, Muscle Pain Reliever and Plantar Fasciitis Treatment - Blue",Health & Personal Care,3,0,0,N,Y,Meh,"Is a little painful to use, and didn't help my plantar fascitis at all. Still, it was cheaper than buying in the shoe stores.",2015-08-31
US,11941519,R3VE1FUQAE8QHP,B012OJO7E4,26601711,"Axe Naturals Leaky Gut Repair with Licorice Root and L-Glutamine, 143.64 grams",Health & Personal Care,5,20,24,N,N,An Excellent Product!,I really love this product. It is pleasant tasting and is easy to use.  I have noticed a considerable amount of improvement in the way I feel.  I have a lot of confidence in taking Dr. Axe's products because I believe they are of the highest quality.  Dr. Axe truly cares.  I would purchase this again and again.,2015-08-31
US,31470853,R1R3DVGEN885V0,B0091BLW1A,697048829,Ergo Grip Pill Crusher by EasyComforts - Large,Health & Personal Care,2,7,8,N,Y,Requires too much force; now broke,"We use this to crush vitamins for some of our younger children so we can mix it into apple sauce.  I've been frustrated at how much strength this requires to crush the vitamins.  Ideally I would have our older kids do this, but it's hard enough for me as an adult male.<br /><br />Now after about 8 months of use it broke.  The plastic surface that the vitamins are crushed on has deformed and finally broke.  Recently I've noticed the surface was getting cloudy, but this evening it actually cracked (no longer usable; the crushed powder falls down into the base body).<br /><br />Some pills crush easier than others.  Mileage may vary.",2015-08-31
US,30238476,RYT16101L0H9V,B00FMB4864,147764571,"TRYM II - The Rechargeable Modern Hair Clipper Kit - Ultra-sleek Hair, Body, Mustache, and Beard Trimmer Looks Great in Any Bathroom - AC Adapter, Base Dock, and Trimming Attachments Included by Pure Enrichment",Health & Personal Care,5,0,0,N,Y,Wonderful,Thrilled about purchase.  Truly a great buy.  Husband loves it!,2015-08-31
US,4640654,R1TF6TQOE7LB1P,B000O6YCZY,342639092,MABIS DMI Healthcare 15-639-000 Basal Display Digital Thermometer,Health & Personal Care,3,0,1,N,Y,It works,I was bummed when I received two thermometers and both of them indicated a low battery! Lame,2015-08-31
US,52239665,R2792JFKP113Z6,B00HC05L96,980233926,Far Infared Therapy Elbow Band,Health & Personal Care,4,0,0,N,Y,Four Stars,ok,2015-08-31
US,52570308,R27XCBC1YQO6JF,B00VPU1NXC,702538234,"Baby Orajel Naturals Teething Pain Relief Gel, Daytime Nightime Twin Pack (2 tubes .18 oz each)",Health & Personal Care,3,0,0,N,Y,Three Stars,Didn't seem to make any difference,2015-08-31
US,22545176,R1B1FZED08T5XF,B00W64AJ36,24504003,95% HCA (New Highest Potency) Pure Garcinia Cambogia Extract Slim Maximum Strength Formula To Reduce Appetite & Lose Weight Faster Than Ever Plus Garcinia Cambogia Weight Loss E-Book!,Health & Personal Care,5,0,0,N,Y,Love My Garcinia!!,Wouldn't be without it!!! Need some more...Soon!!! 😀,2015-08-31
US,40769530,R10DB19ICCPWUD,B00JKOPMMI,120358745,"OPTP Mini Balls, Vinyl Construction, Therapeutic Self-massage, 2 Piece",Health & Personal Care,5,3,3,N,Y,nice,nice squishy exercise balls for hands and feet,2015-08-31
US,49315862,R2CJ7TD07W93W0,B00CX94H28,394972786,BSN AMINO X Watermelon - 70 Servings,Health & Personal Care,5,0,1,N,Y,Five Stars,Works great... I am feeling the positive effects!,2015-08-31
US,14402635,R19ZULRBR4HYJP,B003L31NM2,320130827,Garden of Life Raw Calcium Supplement - Vitamin Code Whole Food Calcium Vitamin for Bone Health,Health & Personal Care,2,1,2,N,Y,Five Stars,"I was very disappointed to see that this product only gives 80% of the daily calcium needed.  I took this for 2 years, and my bone density tests shows 0 improvement.     I thought that I was getting the calcium I needed because I couldn't not read the small print on the label. My insurance only allows one bone density test every 2 years.  My bone density is worse and not better as I had been lead to believe. When the product states Raw Calcium one naturally takes for granted that it has the required amount of Calcium.",2015-08-31
US,7320464,RV4T9IXKYJK8Y,B00PG4NUOS,809560039,Newly Released! Matias Backlit Wireless Aluminum Keyboard,Health & Personal Care,5,2,3,N,Y,but this thing is amazing. I have gone from taking Zofran daily,"It actually works! I had used Sea Bands for a few years...they were OK, sometimes didn't help enough, but this thing is amazing. I have gone from taking Zofran daily, to only having needed it once in the past month. I wear this everyday and needed to change the batteries after about 3 weeks (can find replacement batteries for cheap on Amazon). It's also helped with my dizzy spells.",2015-08-31
US,52733533,R3QW8Z77HO6XN1,B00LJOPZ56,376583016,Eyekepper 5-pack Spring Hinges Vintage Reading Glasses Men Includes Sun Readers,Health & Personal Care,5,0,0,N,Y,Five Stars,These are heavy duty and comfortable..they hold up well especially when I drift off to sleep wearing them. I find these glasses to be a very good deal for the money,2015-08-31
US,30367789,RBFUDAV8SUBPM,B00GP74II2,908304405,"No Natz® Insect and Bug Protection, 4oz Spray, All-Natural and Deet-Free, Hypo-Allergenic and Safe for Pets",Health & Personal Care,5,2,2,N,Y,Nonatz seems to be working. I don't use it ...,"Nonatz seems to be working. I don't use it but, my wife does and if it wasn't working she would have let me know.",2015-08-31
US,49770078,REBDL6YN70U6R,B00G9VGF1W,44620164,Premium Strength Pure Garcinia Cambogia Extract Lean HCA - Whole Body Fat Burner Weight Loss Appetite Suppressant Program - 60 or 180 Count - Pharmaceutical Grade Ingredient and Processing - 1500mg - Satisfaction Money Back Guarantee,Health & Personal Care,5,0,1,N,Y,Consistency is Key,"It works great when you take it as instructed. It curbs your appetite and controls your cravings but I noticed that when I wasn't taking it consistently, I didn't see any change. The great thing about it is you don't have to be too restrictive with your diet but what I will say to that is, it works even better with moderate exercise and cutting out junk/processed foods.",2015-08-31
US,21599988,R3O294L3QOJU03,B004ASW9MA,920971295,Sony Lithium 3V Batteries CR2032,Health & Personal Care,5,0,0,N,Y,Five Stars,Always great to have on hand!  Great price.,2015-08-31
US,12339370,R3F8VD6S4AC3K2,B00RH2IJMK,464670670,12pc x Jumbo Size Self Grip Hair Rollers Pro Salon Hairdressing Curlers Color,Health & Personal Care,5,0,0,N,Y,Five Stars,Very nice,2015-08-31
US,7360347,R2T6K23TTLQYDJ,B00GC81R4W,83398270,"WoundSeal Powder, 4 ea",Health & Personal Care,4,0,1,N,Y,Four Stars,Very small sachets and paid alot for it,2015-08-31
US,19374617,R1ORW1DR124RTL,B0021HR94K,720532028,"Earth Mama Angel Baby Angel Baby Bottom Balm, 2-Ounce Jars",Health & Personal Care,1,1,1,N,N,and I'm so surprised at all the great reviews this product received,"My baby had a diaper rash for about a week and it was slowly going away with alternating baby powder, butt paste, desitin ointment, and running around diaper free each day. I decided to give this ointment a try since it is supposed to be natural/organic. My baby woke up a few hours later with an enflamed butt, pieces of skin just gone with big open sores. The rash he had previously was nothing compared to this. I'm so angry at myself for putting my baby through this, and I'm so surprised at all the great reviews this product received.",2015-08-31
US,36651491,R189889BF9RQDP,B00KOEXSC4,199478366,"Cool Silk Eye Mask with Free Earplugs for Night Sleeping, Travel and Eye Cover",Health & Personal Care,1,1,1,N,Y,One Star,The dye on the strap leaches out onto the pillowcase and doesn't wash out! Very upsetting.,2015-08-31
US,48852659,R2YEQZWDCZT2QH,B00CLV1JWO,851636624,"Cloth Swim Diaper by AppleCheeks (Size 2, Pickled Pink)",Health & Personal Care,5,0,0,N,Y,Does its job,Really cute and cost efficient reusable swim diaper. I wish I had found this sooner cause I wasted so much on disposables since moving to Hawaii! My daughter is 29 lbs and in about the 50% on all her charts and the size 2 fits her just fine. We are comfortably on the last buttons but I plan to have her potty trained soon so it should work until she is out of diapers.,2015-08-31
US,4881417,R3BX53PW1FGWCM,B001GCVKU0,460466694,CalExotics The Original Waterproof 3-Speed 2-in-1 Jack Rabbit Vibrator with 3-Row Multi-level Rotating Beads for Intermediate,Health & Personal Care,5,0,0,N,Y,Five Stars,A definite  favorite.,2015-08-31
US,42129765,RVFTJJM4E9BGU,B00BV4HEBC,815675614,"Cottonelle Gentle Care Toilet Paper with Aloe and E, Double Roll, 12 Count (Pack of 4)",Health & Personal Care,5,0,0,N,Y,Five Stars,best tissue ever!!,2015-08-31
US,17071253,R33UB4L2AEFOVF,B00MF8ZFM8,902377114,"HappyStep Bunion Splint, Hallux Valgus Corrector, Bunion Corrector, Toe Straightener, Big Toe Alignment and Bunion Pain Relief",Health & Personal Care,2,1,1,N,Y,Scratchy,Not impressed . These slid off my foot.  They are scratchy and unfomfortable .<br />Not good for someone on their feet moving .<br />If you are just sitting in a chair they may be ok to use.<br />Would not recommend,2015-08-31
US,43386694,R1UJ4HUAOJNW8J,B00M7M3UMO,548350543,"Worm Cleanse for Humans - High Potency 3-in-1 Herbal Worm Purge and Detox Formula to Help Kill Worms and Organisms in Adults with Wormwood, Black Walnut and Cloves - 60 Capsules",Health & Personal Care,3,0,0,N,Y,Three Stars,"Good shipping, I don't really feel much different.",2015-08-31
US,14250726,R2H7AKXN262YRU,B003IABAS0,620844175,"Snuggle Exhilarations Fabric Softener Dryer Sheets, Lavender & Vanilla Orchid, 70 Count",Health & Personal Care,5,0,0,N,Y,Hmmmmmm.... Yummy... Smells ...,Hmmmmmm....Yummy...Smells so gooodo!,2015-08-31
US,51290611,R2TI76IJ6RZ3PM,B002VWJZ24,121105628,Bath Mat,Health & Personal Care,5,0,0,N,Y,Bathtub safety!,"Works great! Others I've used would slip or slide, but this one is perfect!",2015-08-31
US,20403979,R38MRWN038YNYO,B000GFPD10,958927157,Source Naturals Wellness Formula,Health & Personal Care,5,0,0,N,N,I have used this product for over 10 years. ...,"I have used this product for over 10 years. I started taking it to help with changes in the seasons because I would always get a cold during those seasons of the year. Now because I am older, I take this product regularly twice every day. I hardly ever have a cold, and when I do, they are much shorter in duration. My immune is able to appropriately fight the infection or virus and help get to some normalcy in life.",2015-08-31
US,41463557,R32IOQTFZK9OTV,B000IZA18I,684329106,Bed Buddy Sinus Pack - Use Hot or Cold for Headaches,Health & Personal Care,5,0,0,N,Y,A+ Seller,Great product and keeps you from freezing delicate face and eye areas.  I always cut off the Velcro areas since I don't strap it around head and that works better for me.  Love this,2015-08-31
US,29711533,R1CWAIUEHEV6FJ,B00KGOCK5S,579644243,"Sheer Strength Labs BCAA Capsules - Extra Strength 1,950mg Branched Chain Amino Acids Muscle Building Post Workout Supplement, 90 Easy-Swallow Veggie Caps, 30 Day Supply",Health & Personal Care,5,1,1,N,Y,Awesome Products.,"I have been using Sheer products for about 3 years now and love them. The Sheer BCAA has been my go to product along with their Fat Burners and N.O. Nitric Oxide Booster. That being said, I have tried other products in the three years and always end up going back to sheer.<br /><br />You can't go wrong with these products.",2015-08-31
US,51377110,R3IT1PRA0MPFK0,B00ZV1IWQW,278762696,UniStrip Test Strips 100ct for Use with Onetouch® Ultra® Meters (100),Health & Personal Care,5,0,0,N,Y,Five Stars,wasn't for these strips I'd probably be 6 for under,2015-08-31
US,14328919,R13GK4UBL6OSA2,B00HK6FGIS,802050753,Doctor Danielle Turmeric Curcumin with Bioperine (120 Capsules),Health & Personal Care,5,0,0,N,Y,... taking this for chronic neck pain and have had great results with it,I started taking this for chronic neck pain and have had great results with it.  So grateful to find something natural.,2015-08-31
US,23696498,R2WIPSJ92ITECP,B003NFUX6K,632137243,Paper Raw Rolls 12 Pcs,Health & Personal Care,5,0,0,N,Y,Five Stars,"Super product, smooth and clean burning.",2015-08-31
US,51875544,ROPGXW80KZPF,B001AEFM9Y,803008203,J.CROW'S® Lugol's Solution of Iodine 2% 2oz,Health & Personal Care,5,1,1,N,Y,Five Stars,Great deal on an essential supplement.,2015-08-31
US,43478984,R1WHKAQMZMTHPR,B000MGO7LK,303925621,"Sportlegs , 120ct (Pack of 3)",Health & Personal Care,5,0,0,N,Y,Five Stars,Great product!,2015-08-31
US,51662151,R2JKX4LCZBUKOI,B005P0UKZA,157163419,"Superior Source Melatonin with Camomile Nutritional Supplements, 3mg,  60 Count",Health & Personal Care,5,2,2,N,Y,Superior Source Melatonin,Been buying these for years. They work better than any other brand.,2015-08-31
US,13617804,RLG36JJI416FE,B007ZQWBT0,742172556,"GMS® Four-a-day, Weekly, One Day At a Time, Medication Organizer -Large (Slant Blue Tray with Curved Bottom Blue Daily Columns)",Health & Personal Care,3,0,0,N,Y,... days was rubbed off but otherwise it works just fine.,The print on one of the days was rubbed off but otherwise it works just fine.,2015-08-31
US,39908782,R328HLJDEA4G82,B007I10F7M,980982709,Acid-Free Tissue Paper - 100 Sheets 15 Inch x 20 Inch Ph Neutral,Health & Personal Care,5,0,0,N,Y,Five Stars,works just fine. bought it to wrap antique dolls in.,2015-08-31
US,2297556,R3W1D7FTCKA52I,B003BI2E1Q,439862002,Source of Life GOLD Mini Tabs Nature's Plus 180 Tabs,Health & Personal Care,1,0,0,N,Y,One Star,bad,2015-08-31
US,20241232,R24GK3ZZPPX64K,B001G7QVMC,200468959,"Tums Antacid Chewable Tablets, Extra Strength, Sugar free, Orange, 80-Count Bottles (Pack of 4)",Health & Personal Care,5,0,0,N,Y,Five Stars,Perfect & kosher,2015-08-31
US,23963894,RAH96Q8252UPQ,B0015T957E,33150856,"Welch Allyn Complete KleenSpec Disposable Vaginal Specula Cordless Illuminator w/ Charging Station, 1/Ea, WEL79910",Health & Personal Care,5,1,1,N,Y,Five Stars,Cheapest price found.,2015-08-31
US,49777947,R11YAMHATWDMOK,B00163JJ98,865746816,OPI Birthday Babe,Health & Personal Care,5,1,1,N,Y,No longer sold in stores,"It's the only color my mom will wear, and she can't buy it anywhere else.",2015-08-31
US,52181458,R2BOIT8LF3I49L,B00PSTP9QS,792932725,Jeanie Rub Variable Speed Massager & Fleece Pad Cover Combo,Health & Personal Care,5,0,0,N,Y,Five Stars,Excellent body massager,2015-08-31
US,50478170,R3D0JLQQUKMT59,B00HK61L3C,284004219,"Ubervita W700 Thermogenic Hyper Metabolizer Capsules, 60 Count",Health & Personal Care,5,0,0,N,Y,Ubervita W700 Thermogenic is amazing!,"I started using the ubervita w700 2 weeks ago and have seen great results. I was at a plateau in my weight loss and this kicked my metabolism back in to gear again. I have lost 6 pounds since adding this into my daily routine and couldn't be happier. No jitters, no upset stomach, just tons of energy!!!  Disclosure: they were awesome enough to send me a free product for giving my honest opinion on here. :)",2015-08-31
US,46928416,RXZFIKWZMJUEN,B00YQRE77A,427342283,"Dermaced Redness Redux Advanced Rosacea & Skin Redness Serum, 1 oz.",Health & Personal Care,5,1,2,N,Y,It works!,"I was skeptical about this product, but it works! The redness on my cheeks and forehead has almost completely gone away. My skin also appears smoother and more even, love it!",2015-08-31
US,47757379,R2HSCGPDSZ2FHQ,B00KTSHBZ0,307284421,Leyzene Natural Performance Enhancement 10 capsules,Health & Personal Care,1,0,0,N,Y,Practically useless,"Better than nothing, but not by much",2015-08-31
US,43965657,RIIR6JODHD5FY,B00F9EYFLM,982795456,Ultimate Carb Control 6000 mg White Kidney Bean,Health & Personal Care,2,0,2,N,Y,Two Stars,didn't work for me,2015-08-31
US,50189080,R392OD4JGPW08B,B000RE6GLG,783652249,Beta Sitosterol 425 Mg Mega Strength - 90 Caps By Amermed,Health & Personal Care,1,0,1,N,Y,I had been using Saw Palmetto for several years and could easily tell if I had forgot a day,"I figured the only way to test this product was to do a long term test.  I choose a year.  I had been using Saw Palmetto for several years and could easily tell if I had forgot a day.  I switch to this product, and immediately I noticed things weren't going well, l but I stuck it out maybe this product needs a while to kick in.  It never did. After 6mo.  I started bringing Saw Palmetto back in at half my prior level.  I did at least survive the year, but since I back to my Saw Palmetto and life is good again.",2015-08-31
US,109478,R1PH74IOL09AAK,B00YGKYJGG,12120105,Full Body Zero Gravity Shiatsu Massage Chair Recliner w/Heat and Long Rail 161,Health & Personal Care,5,9,17,N,Y,"So comfortable, and it arrived 5 days early","Unbelievable ! So comfortable, and it arrived 5 days early!",2015-08-31
US,16377686,R19GTOGEG3MDAZ,B00JQPOOA2,713422962,"Dr. Danielle Alpha Lipoic Acid, RALA, Extremely High Quality Alpha R Lipoic Acid (R-ALA)R- ALA 120 Capsules",Health & Personal Care,5,0,0,N,Y,Five Stars,"Good quality and if you write a positive review, you get a free bottle. That is the best deal.",2015-08-31
US,41162644,RPREH1MLU00NL,B0002SVSYC,923763246,Essential Moisture Plus Vaginal Cream,Health & Personal Care,5,1,1,N,Y,This is an amazing product. So glad I ordered it and I ...,This is an amazing product.  So glad I ordered it and I will order more.,2015-08-31
US,26524296,R3HID70Q528I6U,B00J5HC21Y,974733144,Scrubbing Bubbles Automatic Shower Cleaner Refill - Original - 34 oz - 2 pk,Health & Personal Care,5,0,0,N,Y,Five Stars,Happy with purchase,2015-08-31
US,17817769,RQO3AHIEM9C40,B00KMR7E9G,448418471,Glove Stand / steel rack,Health & Personal Care,5,1,1,N,Y,Good Purchase,"This glove stand is great. It lets air inside the gloves making them odorless. It takes a few tries getting the gloves on the rack, practice, practice.",2015-08-31
US,20422322,R8MEA6IGAHO0B,B00MC4CED8,217304173,BlackVue DR600GW-PMP,Mobile_Electronics,5,0,0,N,Y,Very Happy!,"As advertised. Everything works perfectly, I'm very happy with the camera. As a matter of fact I'm going to buy another one for my 2nd car.",2015-08-31
US,40835037,R31LOQ8JGLPRLK,B00OQMFG1Q,137313254,GENSSI GSM / GPS Two Way Smart Phone Car Alarm System for iPhone Android Security,Mobile_Electronics,5,0,1,N,Y,five star,it's great,2015-08-31
US,51469641,R2Y0MM9YE6OP3P,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,great cables,These work great and fit my life proof case for the iPhone 6,2015-08-31
US,4332923,RRB9C05HDOD4O,B00QUFTPV4,221169481,abcGoodefg® FBI Covert Acoustic Tube Earpiece Headset PTT Mic for Motorola Two Way Radio Device Walkie Talkie GP88 300 2000 CT150 P040 PRO1150 SP10 XTN500 2pin,Mobile_Electronics,4,0,0,N,Y,Work very well but couldn't get used to not hearing ...,Work very well but couldn't get used to not hearing anything out of the ear they v were plugged into.,2015-08-31
US,44855305,R26I2RI1GFV8QG,B0067XVNTG,563475445,"Generic Car Dashboard Video Camera Vehicle Video Accident Recorder (2.0"" 1080P)",Mobile_Electronics,2,0,0,N,Y,Cameras has battery issues,"Be careful with these products, I have bought several of these cameras and the image is pretty decent but battery doesn't hold any charge!!!!",2015-08-31
US,7846966,RY8DDL22YG4R5,B00KA6CCVY,713636156,Aweek® Air Acoustic Earpiece Headset for Baofeng Two Way Radios UV-5R UV-B6 BF-888S UV-B6 UV-B5 Walkie Talkies 2-Pin Jack,Mobile_Electronics,3,0,1,N,Y,"It appears to be good, but I'm still waiting for my other items ...","It appears to be good, but I'm still waiting for my other items radio,batteries,charger, before I can go to 4 or 5 stars",2015-08-31
US,21299354,R2AT2426ZHFUHH,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,3,0,1,N,Y,Didn't love the first one,"First one arrived as a brick.  Wouldn't work, wouldn't charge, useless.  Exchanged for a new one that works as advertised.",2015-08-31
US,28902968,R3RRXU2R23NMQ9,B00ET5AWBY,508373185,iPad Car Headrest Mount Holder for iPad 2/ iPad 3/ iPad 4 with Long Mounting Strap,Mobile_Electronics,5,0,0,N,Y,Five Stars,Worked great for vacation,2015-08-31
US,2074438,R250PR8VJUZ62F,B00Z9K379C,759387370,"ANWING Waterproof Wireless Bluetooth Speaker Outdoor and Shower Bluetooth Louder Speaker NFC, Sky Blue",Mobile_Electronics,4,0,2,N,Y,Four Stars,"this is a very good item, it provide me the sound that i like..",2015-08-31
US,48701722,RBEMQ29WJBHYG,B00YO3UYXW,913911909,Jensen MCR-100 Cassette Player/Recorder 1 Touch Recording with Headphone Jack & Aux Line-in,Mobile_Electronics,5,164,168,N,Y,I LOVE my recorder,"I LOVE my recorder. Bought it obviously because I have tape cassette's with no way to play them.<br />Spent an AMAZING afternoon, listening to my Mom (who passed away in 2005), tell a 90 minute Christmas story of &#34;Nicholas&#34;,  to my two daughters, many moons ago.  It was a wonderful afternoon of laughter and tears.<br />I thank you, for providing me, the time to spend an afternoon with my Mom again... :)",2015-08-31
US,2990247,R19VVIUT4BZCMT,B011W26BU2,938399424,"Bluetooth Speakers, SoundPal Cube F1 5 Watt Bluetooth Speaker Compatible with all Bluetooth Devices",Mobile_Electronics,5,2,2,N,Y,Five Stars,"Great sound great battery beach, work, park, anywhere battery lasts",2015-08-31
